Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
2593,7/17/2010,High,15,3841.72,0.03,Delivery Truck,691.13,243.98,43.32,John Dryer,South Carolina,29808,South,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,7/18/2010
2593,7/17/2010,High,5,2004.12,0.1,Express Air,276.675,420.98,19.99,John Dryer,South Carolina,29808,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,7/19/2010
2595,10/26/2011,Not Specified,13,11764.25,0.04,Delivery Truck,2322.44,880.98,44.55,Art Miller,Illinois,62999,Central,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,10/27/2011
2595,10/26/2011,Not Specified,4,25.17,0.09,Regular Air,5.88,5.47,5.26,Art Miller,Illinois,62999,Central,Corporate,Furniture,Office Furnishings,Advantus Panel Wall Acrylic Frame,Small Pack,0.42,10/28/2011
2595,10/26/2011,Not Specified,29,208.47,0.01,Express Air,-125.6,6.48,8.74,Art Miller,Illinois,62999,Central,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36,10/28/2011
2626,7/21/2011,Not Specified,16,48.37,0.02,Regular Air,18.02,2.88,0.5,Christine Kargatis,Idaho,83810,West,Small Business,Office Supplies,Labels,Avery 504,Small Box,0.36,7/23/2011
2628,9/3/2010,Low,14,34.59,0.04,Regular Air,-60.13,2.18,5,Eileen Kiefer,Virginia,23970,South,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,9/8/2010
2628,9/3/2010,Low,29,5029.216,0.02,Delivery Truck,-836.48,218.75,69.64,Eileen Kiefer,Virginia,23970,South,Consumer,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,9/12/2010
2630,9/5/2012,Low,31,146.51,0.04,Regular Air,37.14,4.73,1.52,Patrick Ryan,North Carolina,28909,South,Corporate,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,9/5/2012
2631,8/6/2010,Low,27,1078.49,0.08,Regular Air,252.66,40.96,1.99,Jack Garza,Illinois,62924,Central,Corporate,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Small Pack,0.55,8/8/2010
2656,3/16/2010,Critical,3,523.11,0.05,Delivery Truck,-238.37,159.31,60,Nathan Cano,Mass,1059,East,Consumer,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,3/17/2010
2656,3/16/2010,Critical,29,913.41,0.01,Regular Air,237.141,35.99,1.25,Nathan Cano,Mass,1059,East,Consumer,Technology,Telephones and Communication,Accessory13,Small Pack,0.57,3/18/2010
2657,8/29/2011,High,37,2143.2155,0.02,Regular Air,464.355,65.99,8.99,Troy Blackwell,Illinois,62999,Central,Home Office,Technology,Telephones and Communication,i270,Small Box,0.55,8/30/2011
2657,8/29/2011,High,30,8316.76,0.05,Delivery Truck,2108.8,279.81,23.19,Troy Blackwell,Illinois,62999,Central,Home Office,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,8/31/2011
2658,8/5/2011,Medium,32,473,0.09,Express Air,-185.8,15.42,10.68,Bill Shonely,Connecticut,6037,East,Small Business,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,8/5/2011
2658,8/5/2011,Medium,34,229.51,0.04,Regular Air,-189.33,6.48,9.54,Bill Shonely,Connecticut,6037,East,Small Business,Office Supplies,Paper,Xerox 1905,Small Box,0.37,8/6/2011
2659,10/30/2010,Not Specified,50,881.65,0.08,Regular Air,41.27,18.97,9.03,Alice McCarthy,Idaho,83201,West,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,11/1/2010
2688,12/6/2011,High,31,2080.035,0.1,Regular Air,844.902,85.99,1.25,Thais Sissman,Wisconsin,53235,Central,Small Business,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,12/7/2011
2688,12/6/2011,High,7,145.42,0.09,Regular Air,-98.46,20.97,6.5,Thais Sissman,Wisconsin,53235,Central,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,12/7/2011
2688,12/6/2011,High,11,1559.4355,0.01,Regular Air,61.236,155.99,3.9,Thais Sissman,Wisconsin,53235,Central,Small Business,Technology,Telephones and Communication,T39m,Small Box,0.55,12/8/2011
2691,3/12/2012,Low,14,3363.14,0.1,Delivery Truck,98.75,260.98,41.91,Ted Trevino,Delaware,19891,East,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,3/21/2012
2720,4/20/2010,Critical,36,2051.016,0.02,Express Air,483.966,65.99,3.99,Christopher Martinez,Illinois,62999,Central,Small Business,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,4/23/2010
2722,2/19/2009,Low,46,1895.55,0.06,Regular Air,807.62,40.97,1.99,Jay Fine,Florida,34997,South,Consumer,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.42,2/23/2009
2725,4/2/2009,Not Specified,39,2178.431,0.01,Express Air,396.972,65.99,8.99,Dave Poirier,Florida,32003,South,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56,4/3/2009
2752,10/1/2010,High,10,365.62,0.03,Regular Air,15.77,34.76,8.22,Todd Boyes,Colorado,80746,West,Small Business,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,10/1/2010
2752,10/1/2010,High,41,152.59,0.02,Regular Air,55.48,3.78,0.71,Todd Boyes,Colorado,80746,West,Small Business,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,10/3/2010
2752,10/1/2010,High,30,695.47,0.03,Regular Air,226.73,22.98,1.99,Todd Boyes,Colorado,80746,West,Small Business,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46,10/3/2010
2752,10/1/2010,High,10,575.569,0.04,Regular Air,-86.515,65.99,5.63,Todd Boyes,Colorado,80746,West,Small Business,Technology,Telephones and Communication,2190,Small Box,0.56,10/3/2010
2754,2/13/2009,High,11,499.26,0.09,Express Air,144.05,47.9,5.86,Philip Brown,Utah,84415,West,Home Office,Office Supplies,Paper,Xerox 1938,Small Box,0.37,2/15/2009
2754,2/13/2009,High,16,1427.67,0.04,Regular Air,422.8,90.24,0.99,Philip Brown,Utah,84415,West,Home Office,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,Small Box,0.56,2/15/2009
2755,12/20/2011,Not Specified,30,736.3,0.03,Regular Air,259.0715,24.95,2.99,Jane Waco,Connecticut,6817,East,Corporate,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,12/20/2011
2755,12/20/2011,Not Specified,50,346.06,0,Regular Air,-76.54,6.48,5.86,Jane Waco,Connecticut,6817,East,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,0.36,12/20/2011
2756,2/28/2009,Critical,42,248.54,0.07,Regular Air,111.75,6.3,0.5,Denny Ordway,Washington,98390,West,Small Business,Office Supplies,Labels,Avery 48,Small Box,0.39,2/28/2009
2756,2/28/2009,Critical,25,1344.88,0.06,Regular Air,-13.77,55.94,4,Denny Ordway,Washington,98390,West,Small Business,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box,0.74,3/1/2009
2757,6/1/2011,Critical,39,3554.46,0.07,Delivery Truck,-1766.01,95.95,74.35,Julia West,Mass,2139,East,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,6/1/2011
2757,6/1/2011,High,42,569.32,0.05,Express Air,84.38,12.98,3.14,Lycoris Saunders,Ohio,45999,Central,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,6/2/2011
2759,10/7/2010,Not Specified,25,827.47,0,Regular Air,45.37,30.98,6.5,Brenda Bowman,Ohio,44197,Central,Small Business,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64,10/9/2010
2790,7/1/2009,High,15,330.24,0.03,Express Air,8.48,22.01,5.53,Maribeth Dona,Illinois,60001,Central,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,7/2/2009
2790,7/1/2009,High,7,45.91,0.01,Regular Air,-35.535,5.44,7.46,Maribeth Dona,Illinois,60001,Central,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box,0.36,7/2/2009
2790,7/1/2009,High,41,22319.58,0.02,Delivery Truck,-734.31,549.99,49,Maribeth Dona,Illinois,60001,Central,Home Office,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum,0.35,7/3/2009
2790,7/1/2009,High,15,520.65,0.09,Regular Air,30.63,34.76,8.22,Maribeth Dona,Illinois,60001,Central,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,7/3/2009
2791,8/22/2009,High,47,191.67,0,Regular Air,-236.2675,3.89,7.01,Eugene Barchas,Mass,2180,East,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,8/22/2009
2791,8/22/2009,High,18,507.64,0.1,Regular Air,118.94,30.98,5.76,Eugene Barchas,Mass,2180,East,Corporate,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,8/23/2009
2791,8/22/2009,High,49,5586.33,0.09,Delivery Truck,80.44,120.98,30,Eugene Barchas,Mass,2180,East,Corporate,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,8/24/2009
2816,8/2/2009,High,35,787.56,0,Regular Air,220.04,21.98,2.87,Ross Baird,Ohio,43343,Central,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,8/3/2009
2817,3/1/2009,Medium,14,3830.14,0.1,Regular Air,202.25,300.97,7.18,Luke Schmidt,Florida,32122,South,Home Office,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,3/2/2009
2817,3/1/2009,Medium,40,1559.86,0.06,Regular Air,672.37,39.89,3.04,Luke Schmidt,Florida,32122,South,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53,3/3/2009
2818,10/24/2009,Medium,39,593.21,0,Regular Air,44.71,14.98,8.99,Ross Baird,Ohio,43343,Central,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,10/25/2009
2818,10/24/2009,Medium,2,89.23,0.02,Regular Air,-42.72,38.76,13.26,Ross Baird,Ohio,43343,Central,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,10/25/2009
2818,10/24/2009,Medium,37,565.91,0.05,Regular Air,192.39,15.68,3.73,Ross Baird,Ohio,43343,Central,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,10/26/2009
2823,7/22/2011,High,17,357.43,0.08,Regular Air,-135.98,20.97,6.5,Robert Waldorf,Virginia,23018,South,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,7/23/2011
2823,7/22/2011,High,21,4754.08,0,Delivery Truck,299.88,225.02,28.66,Robert Waldorf,Virginia,23018,South,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,7/23/2011
2848,1/21/2012,Critical,35,1476.39,0.06,Express Air,-303.62,43.31,15.9,Emily Grady,Idaho,83201,West,Home Office,Furniture,Office Furnishings,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Medium Box,0.75,1/23/2012
2848,1/21/2012,Critical,8,863.583,0.04,Regular Air,-264.275,125.99,8.99,Emily Grady,Idaho,83201,West,Home Office,Technology,Telephones and Communication,SC7868i,Small Box,0.55,1/23/2012
2852,11/28/2009,Critical,10,74.87,0.02,Regular Air,-43.97,6.48,8.19,Luke Schmidt,Florida,32122,South,Home Office,Office Supplies,Paper,Xerox 217,Small Box,0.37,11/28/2009
2852,11/28/2009,Critical,42,3931.318,0.06,Regular Air,1025.451,115.99,4.23,Luke Schmidt,Florida,32122,South,Home Office,Technology,Telephones and Communication,282,Small Box,0.56,11/29/2009
2853,3/17/2009,High,25,4253.65,0.05,Express Air,943,178.47,19.99,Bill Tyler,Colorado,80728,West,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,3/20/2009
2882,7/4/2011,High,9,356.72,0.07,Regular Air,12.61,40.98,1.99,Yoseph Carroll,New York,14925,East,Consumer,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,7/5/2011
2882,7/4/2011,High,23,3872.87,0.03,Delivery Truck,565.34,160.98,30,Yoseph Carroll,New York,14925,East,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,7/6/2011
2883,12/5/2010,Low,34,2154.34,0.1,Regular Air,177.66,64.98,6.88,Rob Haberlin,Michigan,49877,Central,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,12/7/2010
2885,8/1/2012,Not Specified,29,197.41,0.06,Regular Air,-128.68,6.48,8.4,Nora Price,New York,14210,East,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,8/1/2012
2885,8/1/2012,Not Specified,46,712.18,0.06,Regular Air,13.98,15.42,5.41,Nora Price,New York,14210,East,Home Office,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59,8/3/2012
2912,1/23/2012,Low,7,16587.13,0.08,Delivery Truck,-3996.39,2550.14,29.7,Tamara Dahlen,Delaware,19936,East,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,1/25/2012
2912,1/23/2012,Low,9,507.98,0.05,Express Air,170.9,55.98,4.86,Tamara Dahlen,Delaware,19936,East,Corporate,Office Supplies,Paper,Xerox 1908,Small Box,0.36,1/30/2012
2914,1/13/2010,Medium,3,62.88,0.09,Regular Air,-24.74,18.97,9.54,Maureen Gastineau,California,93456,West,Consumer,Office Supplies,Paper,Xerox 1939,Small Box,0.37,1/14/2010
2915,2/10/2009,Low,41,231.26,0.07,Regular Air,32.83,5.98,0.96,Tim Brockman,South Carolina,29684,South,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,2/14/2009
2915,2/10/2009,Low,23,987.17,0.01,Regular Air,51.59,39.98,4,Tim Brockman,South Carolina,29684,South,Consumer,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,2/15/2009
2947,3/8/2011,Critical,8,57.04,0.05,Regular Air,-29.06,6.48,6.81,Pete Armstrong,Connecticut,6703,East,Consumer,Office Supplies,Paper,Xerox 1930,Small Box,0.36,3/10/2011
2976,10/22/2010,Not Specified,30,14223.82,0.09,Delivery Truck,3424.22,500.98,26,Edward Hooks,Mass,2180,East,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,10/24/2010
2978,3/15/2011,Critical,28,4671.1495,0.07,Regular Air,947.313,200.99,4.2,Alan Schoenberger,Colorado,80001,West,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59,3/16/2011
2978,3/15/2011,Critical,34,6264.1855,0.01,Regular Air,1312.038,205.99,19.99,Alan Schoenberger,Colorado,80001,West,Corporate,Technology,Telephones and Communication,iDEN i550,Small Box,0.6,3/16/2011
2978,3/15/2011,Critical,36,5410.95,0.09,Regular Air,2077.91,162.93,19.99,Alan Schoenberger,Colorado,80001,West,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,3/17/2011
3008,9/20/2011,Medium,41,6831.72,0.01,Regular Air,3081.02,162.93,19.99,Charles Crestani,Georgia,39859,South,Consumer,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,9/21/2011
3012,3/17/2010,Critical,41,120.03,0,Regular Air,10.4975,2.78,1.49,Maxwell Schwartz,New Mexico,87011,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Suede Grain Vinyl Binders,Small Box,0.36,3/19/2010
3014,9/11/2012,Not Specified,13,4002.14,0.02,Regular Air,1314.389,304.99,19.99,Pamela Stobb,Nebraska,69367,Central,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,9/13/2012
3040,2/22/2010,Medium,13,98.39,0.01,Express Air,-31.54,6.48,6.6,Tracy Zic,Wisconsin,53001,Central,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,2/23/2010
3042,10/3/2009,Medium,26,103.87,0.1,Regular Air,15.42,4.26,1.2,Christy Brittain,Georgia,30002,South,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,10/4/2009
3046,10/12/2011,High,24,10094.43,0.03,Regular Air,4451.008,420.98,19.99,Sung Pak,South Carolina,29684,South,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,10/14/2011
3073,11/20/2008,Medium,3,10.58,0.05,Regular Air,-11.5805,1.98,4.77,Jasper Cacioppo,North Carolina,27801,South,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,11/21/2008
3073,11/20/2008,Medium,7,45923.76,0.07,Regular Air,102.61,6783.02,24.49,Jasper Cacioppo,North Carolina,27801,South,Home Office,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Large Box,0.39,11/21/2008
3073,11/20/2008,Medium,3,2119.67,0.07,Express Air,-2314.74,699.99,24.49,Jasper Cacioppo,North Carolina,27801,South,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,11/21/2008
3078,12/25/2009,High,12,33.86,0.05,Regular Air,0.35,2.88,0.7,Paul Lucas,California,96061,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,12/26/2009
3078,12/25/2009,High,1,316.61,0.1,Delivery Truck,-187.29,291.73,48.8,Paul Lucas,California,96061,West,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,12/27/2009
3104,7/29/2010,Medium,24,380.38,0.06,Express Air,7.29,15.94,5.45,David Wiener,Illinois,62444,Central,Consumer,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack,0.55,7/29/2010
3104,7/29/2010,Medium,50,336.06,0.01,Regular Air,-240.78,6.48,8.88,David Wiener,Illinois,62444,Central,Consumer,Office Supplies,Paper,Xerox 224,Small Box,0.37,7/31/2010
3108,6/17/2010,Critical,36,65.39,0.09,Regular Air,-0.46,1.82,1,Jack Garza,Illinois,62924,Central,Corporate,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag,0.4,6/18/2010
3109,6/5/2010,Low,47,1005.74,0.1,Regular Air,199.3,22.23,8.99,Liz MacKendrick,Idaho,83552,West,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41,6/12/2010
3109,6/5/2010,Low,37,6477.7395,0.01,Regular Air,1653.966,205.99,8.99,Liz MacKendrick,Idaho,83552,West,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,6/12/2010
3110,10/29/2009,High,13,1601.32,0.04,Delivery Truck,377.81,119.99,14,Helen Andreada,Colorado,81653,West,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,10/31/2009
3136,6/22/2009,Not Specified,8,238.74,0.1,Regular Air,-38.89,30.98,8.99,Paul Prost,Florida,32119,South,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,6/24/2009
3138,12/22/2008,Not Specified,4,718.03,0.07,Express Air,-427.47,179.99,19.99,Bradley Nguyen,Nebraska,68001,Central,Consumer,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,12/22/2008
3141,9/22/2011,Critical,30,534.96,0.08,Regular Air,-26.72,18.89,3.17,Matt Collister,Idaho,83877,West,Home Office,Technology,Computer Peripherals,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.69,9/24/2011
3168,12/12/2011,Low,14,80.6,0.04,Regular Air,-4.2,5.28,3.96,Jasper Cacioppo,North Carolina,27801,South,Home Office,Furniture,Office Furnishings,"Master Big Foot® Doorstop, Beige",Wrap Bag,0.54,12/17/2011
3169,11/2/2010,Medium,7,35.58,0.04,Regular Air,-19.95,4.42,4.99,Liz Carlisle,Ohio,43001,Central,Corporate,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,11/3/2010
3172,4/15/2012,Not Specified,33,584.511,0.05,Regular Air,-95.975,20.99,3.3,Annie Thurman,Idaho,83465,West,Consumer,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,4/17/2012
3175,5/27/2009,Low,23,3553.62,0.07,Regular Air,521.69,165.2,19.99,Bradley Drucker,Washington,99403,West,Small Business,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box,0.59,5/29/2009
3202,11/5/2012,Low,10,554.21,0.05,Regular Air,-105.37,53.98,5.5,Richard Eichhorn,Virginia,24658,South,Consumer,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,11/9/2012
3205,2/22/2012,Low,8,136.61,0.01,Regular Air,80.43,15.68,3.73,Alan Haines,Ohio,45999,Central,Consumer,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,2/22/2012
3205,2/22/2012,Low,42,2907.63,0.04,Express Air,-2171.44,71.37,69,Alan Haines,Ohio,45999,Central,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,2/26/2012
3232,8/21/2012,Critical,5,42.66,0.06,Regular Air,-11.8335,7.84,4.71,Brad Eason,Michigan,49634,Central,Small Business,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,8/23/2012
3235,9/27/2011,Low,31,142.97,0.1,Express Air,-12.26,4.71,0.7,James Lanier,Delaware,19980,East,Corporate,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,9/29/2011
3266,1/27/2011,Low,4,17.12,0.03,Regular Air,-2.553,3.8,1.49,Edward Becker,Utah,84014,West,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,1/31/2011
3271,11/13/2011,Critical,45,11532.99,0.07,Delivery Truck,2753.39,264.98,17.86,Joni Blumstein,Connecticut,6817,East,Home Office,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58,11/13/2011
3271,11/13/2011,Critical,18,146.1,0.06,Express Air,51.14,8.34,1.43,Joni Blumstein,Connecticut,6817,East,Home Office,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Wrap Bag,0.35,11/14/2011
3297,9/15/2012,High,40,158.7,0.04,Regular Air,-196.8,3.75,7.5,Raymond Book,New York,12917,East,Consumer,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Small Box,0.37,9/16/2012
3300,5/27/2011,Low,6,92.02,0.1,Regular Air,-47.36,15.98,4,Bryan Spruell,Georgia,31811,South,Home Office,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,6/1/2011
3328,10/1/2012,Low,12,1736.41,0.1,Delivery Truck,-762.44,146.05,80.2,Adam Hart,Connecticut,6001,East,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,10/8/2012
3331,4/2/2010,High,31,153.28,0.05,Regular Air,73.16,4.91,0.5,Neil Knudson,New Mexico,87001,West,Corporate,Office Supplies,Labels,Avery 508,Small Box,0.36,4/3/2010
3332,9/17/2009,Critical,6,22.19,0.01,Regular Air,-3.51,3.26,1.86,Ben Peterman,Connecticut,6439,East,Corporate,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.41,9/19/2009
3333,7/29/2012,Not Specified,9,59.05,0.08,Regular Air,-24.09,6.48,5.4,Sandra Flanagan,Utah,84791,West,Home Office,Office Supplies,Paper,Xerox 207,Small Box,0.37,7/29/2012
3333,7/29/2012,Not Specified,42,927.97,0.08,Regular Air,162.17,22.98,4.5,Sandra Flanagan,Utah,84791,West,Home Office,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55,7/31/2012
3361,7/5/2012,Not Specified,49,213.71,0.06,Regular Air,-208.02,4.28,6.72,Michael Granlund,Mass,5544,East,Corporate,Office Supplies,Paper,Xerox 1927,Small Box,0.4,7/5/2012
3361,7/5/2012,Not Specified,23,133.66,0.07,Regular Air,-5.6,5.85,2.27,Michael Granlund,Mass,5544,East,Corporate,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,7/6/2012
3362,6/10/2011,Low,40,1699.52,0.04,Regular Air,734.75,40.98,1.99,Christina Vanderzanden,New Mexico,88044,West,Small Business,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,6/14/2011
3362,6/10/2011,Low,50,760.85,0.03,Regular Air,-109.1,15.14,4.53,Christina Vanderzanden,New Mexico,88044,West,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,6/19/2011
3363,8/5/2011,High,21,8185.89,0.09,Regular Air,2137.28,415.88,11.37,Gary Zandusky,Virginia,24157,South,Home Office,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,8/5/2011
3393,5/16/2011,High,33,325.92,0.03,Regular Air,-36.47,9.48,7.29,Steve Carroll,Mass,1001,East,Consumer,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,5/16/2011
3393,5/16/2011,High,7,127.74,0.04,Express Air,-5.57,15.98,4,Steve Carroll,Mass,1001,East,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,5/17/2011
3395,9/11/2009,Not Specified,29,623.02,0.02,Regular Air,-255.66,20.89,11.52,Cathy Armstrong,Illinois,60001,Central,Consumer,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,9/12/2009
3395,9/11/2009,Not Specified,7,107.88,0.02,Regular Air,25.59,15.57,1.39,Cathy Armstrong,Illinois,60001,Central,Consumer,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,9/12/2009
